Vendor_ID,Vendor_Name,Vendor_Category,Vendor_Circle,Service_Criticality,Region,Critical_Findings,High_Findings,Open_Risks,Compliance_Score,VAPT_Findings,Patch_Compliance,MFA_Enabled,Data_Access_Level,DLP_Violations,Security_Incidents,SLA_Breaches,Mitigation_Overdue_Days,Last_Assessment_Date,Assessment_Frequency,Risk_Review_Status
V0516,Chhabra Ltd,Managed Services,Gurugram,Critical,North,2,5,7,85,1,82,Yes,Internal,2,0,2,15,2026-01-10,Monthly,Mitigation In Progress
V0517,Verma and Sons,RF Optimization,Mohali,High,South,3,8,9,75,4,60,Yes,Public,3,1,2,90,2026-05-23,Annually,Open
V0518,Mallick Inc,RF Optimization,Mumbai,High,West,0,0,2,90,2,85,Yes,Internal,1,1,0,0,2025-08-02,Half-Yearly,Mitigation In Progress
V0519,Balan-Mohan,Fiber Operations,Karnataka,Medium,South,3,3,6,75,2,82,No,Public,0,0,1,30,2025-11-30,Half-Yearly,Mitigation In Progress
V0520,Anand LLC,NOC Operations,Bihar,Critical,West,1,3,6,70,4,83,Yes,Sensitive,1,2,0,15,2025-11-09,Quarterly,Under Review
V0521,Lall-Barman,Field Operations,Rajasthan,Low,East,1,2,1,95,0,96,No,Sensitive,0,0,0,0,2025-07-13,Half-Yearly,Closed
V0522,"Guha, Tak and Bhandari",Network Equipment,Telangana,High,West,0,0,4,100,1,95,Yes,Sensitive,0,1,0,0,2026-06-17,Quarterly,Open
V0523,Kala-Shan,IT Support,Mumbai,High,South,3,8,6,60,4,61,Yes,Public,2,1,1,90,2026-05-17,Quarterly,Under Review
V0524,"Sama, Khosla and Kaul",Power Infrastructure,UP West,Medium,East,0,0,0,90,0,96,Yes,Sensitive,1,0,0,15,2025-12-30,Half-Yearly,Under Review
V0525,Chanda PLC,NOC Operations,Odisha,High,North,0,3,0,85,2,85,Yes,Confidential,1,1,0,0,2025-07-25,Quarterly,Open
V0526,"Rastogi, Dube and Mandal",Cloud Services,Andhra Pradesh,Medium,South,6,8,4,65,5,65,Yes,Internal,4,3,2,45,2026-03-31,Quarterly,Under Review
V0527,Mand-Jhaveri,Data Center Services,Gujarat,Medium,South,4,6,5,70,5,70,No,Confidential,2,1,1,45,2026-02-07,Half-Yearly,Under Review
V0528,Cherian LLC,Cyber Security Services,Rajasthan,Medium,South,0,2,4,75,2,87,Yes,Internal,2,1,1,30,2025-10-02,Annually,Open
V0529,Devi and Sons,Data Center Services,Chandigarh,High,West,1,1,0,85,1,94,Yes,Public,0,1,0,0,2026-05-13,Monthly,Mitigation In Progress
V0530,Raju-Varty,Data Center Services,Andhra Pradesh,High,South,1,2,4,70,3,80,Yes,Confidential,0,1,0,0,2026-04-26,Half-Yearly,Open
V0531,Tata and Sons,Cloud Services,Maharashtra,Medium,North,0,0,2,100,0,96,Yes,Sensitive,0,0,0,0,2025-10-31,Half-Yearly,Closed
V0532,"Iyer, Buch and Kadakia",NOC Operations,Madhya Pradesh,High,South,1,0,0,95,0,86,Yes,Public,0,1,1,0,2026-06-19,Quarterly,Mitigation In Progress
V0533,"Majumdar, Barad and Bhattacharyya",Power Infrastructure,Gurugram,Critical,North,9,9,6,60,8,58,No,Public,3,4,5,60,2025-12-14,Quarterly,Under Review
V0534,"More, Gulati and Devi",Cyber Security Services,Madhya Pradesh,Medium,East,0,2,5,80,1,77,Yes,Sensitive,2,1,2,0,2025-11-16,Quarterly,Closed
V0535,Chacko Ltd,Network Equipment,Telangana,Critical,North,0,2,4,85,3,99,Yes,Sensitive,1,0,0,0,2025-10-29,Annually,Open
V0536,Savant and Sons,Fiber Operations,Madhya Pradesh,Critical,East,5,8,8,70,4,71,Yes,Internal,2,1,2,45,2026-01-25,Monthly,Closed
V0537,Kala PLC,Network Equipment,Bihar,High,West,0,3,1,90,2,95,Yes,Confidential,0,0,0,0,2026-02-21,Annually,Under Review
V0538,Sheth-Thaman,Power Infrastructure,Bihar,Critical,East,3,5,3,80,3,86,No,Public,0,0,1,15,2026-01-10,Half-Yearly,Under Review
V0539,"Chanda, Ravi and Sankar",IT Support,Bihar,Low,West,3,4,5,80,4,84,No,Public,0,1,0,30,2025-08-14,Annually,Under Review
V0540,Sarkar LLC,NOC Operations,UP East,High,South,1,2,4,80,3,77,Yes,Confidential,1,2,0,0,2026-03-11,Monthly,Open
V0541,Bora and Sons,Fiber Operations,Maharashtra,Medium,North,1,2,8,85,3,72,Yes,Sensitive,2,1,0,0,2025-08-29,Annually,Mitigation In Progress
V0542,Singh-Arora,IT Support,Rajasthan,Medium,East,3,7,4,70,1,72,Yes,Internal,1,0,0,45,2025-10-15,Quarterly,Open
V0543,Bala and Sons,IT Support,Andhra Pradesh,High,East,10,11,11,50,8,40,Yes,Public,5,3,5,90,2025-08-15,Monthly,Closed
V0544,Arora-Dhaliwal,Field Operations,Punjab,Medium,North,0,3,3,90,0,94,Yes,Internal,0,0,0,0,2025-07-29,Half-Yearly,Closed
V0545,Bail-Kuruvilla,Data Center Services,West Bengal,Critical,North,1,0,1,95,0,94,Yes,Internal,0,1,0,15,2025-12-15,Quarterly,Mitigation In Progress
V0546,Mand PLC,IT Support,Odisha,High,East,8,10,9,50,7,55,No,Confidential,4,3,5,120,2026-03-12,Half-Yearly,Under Review
V0547,Pathak-Natt,Cloud Services,Noida,Critical,North,5,11,9,75,5,77,Yes,Sensitive,3,3,2,30,2025-11-14,Half-Yearly,Closed
V0548,Chopra Inc,Cyber Security Services,Tamil Nadu,High,West,3,3,4,80,3,80,Yes,Confidential,2,0,1,15,2026-01-28,Quarterly,Under Review
V0549,Bal-Handa,IT Support,Kerala,Critical,East,0,1,2,80,0,98,Yes,Sensitive,0,0,0,0,2026-03-14,Quarterly,Open
V0550,Ben Group,NOC Operations,Bihar,High,South,4,9,6,70,7,72,No,Public,3,2,1,60,2025-12-28,Monthly,Under Review
V0551,Grover-Prasad,IT Support,Telangana,Low,North,1,7,5,75,2,86,Yes,Internal,2,0,1,15,2026-04-13,Annually,Under Review
V0552,Wable Group,Cyber Security Services,Assam,Critical,East,0,2,3,85,2,82,Yes,Public,1,0,0,0,2026-02-24,Annually,Closed
V0553,"Reddy, Yohannan and Dua",Data Center Services,Haryana,Low,South,0,0,2,90,1,91,Yes,Sensitive,0,0,0,15,2025-12-13,Quarterly,Closed
V0554,Nagy PLC,Tower Maintenance,Delhi,Critical,West,1,7,7,80,2,77,Yes,Sensitive,0,1,2,15,2025-10-19,Half-Yearly,Mitigation In Progress
V0555,Tara and Sons,Cloud Services,Kerala,High,North,0,6,3,90,1,84,Yes,Sensitive,1,0,0,0,2025-12-18,Quarterly,Under Review
V0556,"Yadav, Pant and Buch",Cloud Services,Telangana,Medium,East,2,3,4,80,2,74,Yes,Internal,1,1,2,30,2025-12-10,Quarterly,Open
V0557,"Swamy, Comar and Kala",Network Equipment,Haryana,Low,West,1,6,6,75,3,79,No,Sensitive,2,0,0,0,2026-02-11,Half-Yearly,Closed
V0558,"Sehgal, Doshi and Sani",Power Infrastructure,Odisha,Low,North,0,2,4,80,5,75,No,Internal,2,1,0,0,2026-04-06,Annually,Under Review
V0559,Baria-Chad,Tower Maintenance,Mumbai,Critical,East,1,3,4,80,1,80,No,Confidential,0,2,1,0,2026-05-25,Annually,Under Review
V0560,Tandon-Bhatti,IT Support,Madhya Pradesh,Low,North,2,4,6,80,4,77,Yes,Confidential,0,1,0,0,2026-01-04,Monthly,Closed
V0561,Tiwari and Sons,Managed Services,Odisha,Critical,East,5,10,8,70,4,70,Yes,Confidential,3,1,1,30,2026-06-11,Monthly,Closed
V0562,Narasimhan PLC,Power Infrastructure,Karnataka,Low,North,1,0,1,90,1,87,No,Public,1,1,0,0,2025-12-23,Half-Yearly,Open
V0563,Lalla and Sons,Data Center Services,Noida,Low,East,3,6,6,65,7,70,No,Public,1,2,3,90,2025-09-07,Annually,Under Review
V0564,Yohannan-Raju,Data Center Services,Tamil Nadu,Critical,West,4,6,5,80,4,68,No,Sensitive,3,1,1,45,2025-10-26,Monthly,Open
V0565,"Tripathi, Sibal and Varghese",NOC Operations,Noida,Critical,East,7,11,6,55,10,44,Yes,Internal,7,5,5,120,2025-10-20,Half-Yearly,Closed
V0566,"Baria, Banerjee and Nigam",Cyber Security Services,Tamil Nadu,High,East,3,9,5,65,6,75,Yes,Internal,2,2,2,30,2025-07-27,Quarterly,Under Review
V0567,"Narayanan, Vora and Vora",Cloud Services,Haryana,Low,North,0,3,7,85,5,85,No,Internal,2,0,0,0,2026-06-02,Quarterly,Under Review
V0568,Yogi-Ganguly,Network Equipment,Rajasthan,Critical,East,1,2,2,75,5,79,No,Sensitive,2,1,1,15,2026-05-14,Annually,Mitigation In Progress
V0569,Sani Inc,IT Support,Chandigarh,High,South,0,3,2,85,1,92,Yes,Sensitive,0,0,0,0,2025-11-30,Quarterly,Under Review
V0570,"Warrior, Pradhan and Bedi",IT Support,Odisha,Medium,North,2,8,3,85,2,86,Yes,Public,2,1,0,0,2026-06-12,Quarterly,Mitigation In Progress
V0571,Behl Inc,Tower Maintenance,Mumbai,Medium,South,0,0,0,90,0,93,Yes,Confidential,0,0,1,0,2025-08-27,Annually,Under Review
V0572,"Singh, Tara and Bail",NOC Operations,Maharashtra,Medium,South,6,9,4,70,3,69,No,Confidential,1,1,1,90,2026-01-12,Monthly,Under Review
V0573,Uppal Ltd,Network Equipment,Kerala,Medium,South,1,2,5,80,4,85,Yes,Public,1,0,0,15,2026-01-02,Monthly,Closed
V0574,Kaul-Grover,Data Center Services,Chandigarh,Low,South,4,11,7,70,4,61,No,Confidential,4,1,2,30,2026-01-02,Annually,Open
V0575,"Murty, Malhotra and Dutt",Managed Services,Maharashtra,Low,South,9,11,11,45,8,44,No,Internal,3,3,4,120,2025-10-21,Annually,Mitigation In Progress
V0576,De PLC,Power Infrastructure,Karnataka,High,West,0,1,0,100,0,90,Yes,Internal,0,0,0,0,2025-11-16,Monthly,Open
V0577,Ganguly-Keer,Power Infrastructure,Gurugram,Medium,North,0,0,0,80,0,98,Yes,Internal,0,0,0,0,2025-11-27,Quarterly,Closed
V0578,Chada PLC,Cyber Security Services,Gujarat,Low,West,1,1,0,80,0,98,Yes,Sensitive,0,0,0,15,2026-04-27,Monthly,Closed
V0579,Saini-Mukherjee,Managed Services,UP East,High,North,1,6,6,80,2,86,Yes,Public,0,0,0,15,2025-08-22,Half-Yearly,Mitigation In Progress
V0580,Loke-Chaudhuri,NOC Operations,Rajasthan,Medium,West,3,6,8,80,3,76,Yes,Public,1,1,1,30,2026-03-27,Monthly,Mitigation In Progress
V0581,Dhar-Sekhon,Managed Services,West Bengal,High,South,1,3,2,90,5,82,Yes,Internal,2,2,0,0,2025-08-20,Annually,Under Review
V0582,"Dhillon, Pillai and Gola",IT Support,Noida,High,South,1,1,0,90,0,96,Yes,Sensitive,1,0,0,0,2026-04-16,Monthly,Closed
V0583,Ghose LLC,Managed Services,Bihar,Low,East,0,2,1,90,0,98,Yes,Confidential,1,0,0,0,2026-02-07,Monthly,Under Review
V0584,"Mandal, Borra and Badal",Network Equipment,Odisha,Low,North,0,1,0,80,2,88,Yes,Internal,0,1,0,0,2026-03-18,Monthly,Open
V0585,Ahuja-Kapoor,NOC Operations,Madhya Pradesh,Medium,East,3,5,7,70,4,67,No,Sensitive,1,1,3,90,2026-01-07,Half-Yearly,Closed
V0586,"Mani, Thaker and Bhagat",Cyber Security Services,Tamil Nadu,Critical,North,0,0,0,85,0,97,Yes,Internal,0,0,0,0,2026-01-15,Half-Yearly,Closed
V0587,"Boase, Varughese and Khurana",Fiber Operations,Odisha,Low,East,3,6,11,75,4,63,No,Confidential,3,2,2,90,2025-06-24,Monthly,Under Review
V0588,Balasubramanian and Sons,Field Operations,Telangana,Critical,West,6,12,4,80,7,61,No,Sensitive,1,3,2,30,2026-04-09,Quarterly,Closed
V0589,Sidhu-Sodhi,Cyber Security Services,West Bengal,High,North,1,1,1,100,0,92,Yes,Internal,0,1,0,0,2026-06-19,Half-Yearly,Mitigation In Progress
V0590,"Thakkar, Sampath and Ravel",Cyber Security Services,Bihar,Low,North,0,0,3,90,0,97,Yes,Confidential,0,0,0,0,2025-08-05,Half-Yearly,Mitigation In Progress
V0591,Dubey-Banik,Field Operations,Kerala,Low,East,0,8,6,75,2,72,No,Sensitive,0,1,0,0,2026-03-29,Annually,Mitigation In Progress
V0592,Salvi-Bose,RF Optimization,Odisha,Critical,East,0,0,1,90,1,85,Yes,Internal,0,0,0,15,2026-01-10,Quarterly,Open
V0593,Master-Sant,RF Optimization,Gurugram,Critical,North,4,6,6,75,5,65,No,Confidential,3,1,2,45,2025-09-16,Monthly,Open
V0594,Parmer PLC,Tower Maintenance,Mohali,Low,East,1,2,4,85,1,84,Yes,Internal,0,1,1,0,2026-01-18,Half-Yearly,Open
V0595,"Muni, Batta and Om",Managed Services,Telangana,Medium,South,0,2,2,85,5,76,No,Sensitive,2,2,0,45,2025-12-02,Monthly,Under Review
V0596,"Gandhi, Mannan and Warrior",Cyber Security Services,Rajasthan,Critical,East,2,3,2,75,2,84,No,Internal,0,1,0,30,2026-04-13,Monthly,Mitigation In Progress
V0597,"Bali, Shanker and Baral",Cyber Security Services,Gurugram,Critical,West,5,5,7,70,7,64,No,Public,2,2,1,30,2026-06-13,Annually,Under Review
V0598,Kapur PLC,Power Infrastructure,Andhra Pradesh,Low,West,3,7,6,65,4,64,No,Sensitive,3,2,2,30,2025-09-18,Monthly,Closed
V0599,"Kulkarni, Chopra and Badami",IT Support,Rajasthan,High,East,1,2,5,80,3,74,Yes,Sensitive,2,2,0,45,2025-08-18,Half-Yearly,Under Review
V0600,Ravi LLC,Field Operations,West Bengal,Low,North,5,14,7,65,5,75,Yes,Internal,3,2,2,45,2026-05-14,Annually,Under Review
V0601,"Sule, Contractor and Kulkarni",Power Infrastructure,Chandigarh,Low,West,6,6,8,70,6,62,No,Internal,3,3,3,60,2025-11-01,Annually,Mitigation In Progress
V0602,Gaba LLC,Data Center Services,Maharashtra,High,East,1,1,0,95,0,88,Yes,Confidential,0,0,0,0,2026-04-22,Half-Yearly,Closed
V0603,"Manda, Thaman and Bedi",Cyber Security Services,Chandigarh,Medium,West,2,5,3,80,1,79,Yes,Internal,2,0,2,15,2025-10-10,Annually,Under Review
V0604,"Dube, Dugar and Shan",Network Equipment,Tamil Nadu,Medium,North,0,5,0,95,0,90,Yes,Internal,0,0,0,15,2025-10-25,Monthly,Closed
V0605,Joshi LLC,Cyber Security Services,West Bengal,Medium,South,3,2,8,70,4,88,Yes,Internal,1,0,1,15,2026-03-05,Half-Yearly,Open
V0606,Chauhan-Mahal,RF Optimization,Karnataka,Medium,West,1,7,7,80,2,88,No,Confidential,1,0,0,45,2025-10-23,Quarterly,Under Review
V0607,Mani-Kibe,IT Support,Mumbai,Medium,West,0,2,1,90,0,100,Yes,Confidential,0,0,0,0,2026-06-19,Monthly,Mitigation In Progress
V0608,Murty and Sons,Tower Maintenance,Gujarat,High,South,0,2,0,95,2,97,Yes,Sensitive,1,0,0,0,2026-04-06,Half-Yearly,Open
V0609,"Chatterjee, Ramanathan and Shanker",Power Infrastructure,Telangana,Medium,East,0,4,1,95,2,99,Yes,Sensitive,0,1,0,15,2025-07-31,Monthly,Closed
V0610,Shetty LLC,Managed Services,West Bengal,High,South,8,16,7,60,6,55,Yes,Public,6,3,5,120,2026-04-14,Monthly,Under Review
V0611,Mohan-Sha,Data Center Services,UP West,Medium,North,0,1,3,80,0,93,Yes,Internal,0,1,0,15,2026-02-25,Quarterly,Closed
V0612,"Mahajan, Sawhney and Sawhney",Field Operations,Telangana,High,North,0,0,2,100,0,91,Yes,Public,0,0,0,0,2025-10-21,Half-Yearly,Closed
V0613,"Singhal, Chada and Sankaran",Managed Services,Maharashtra,Critical,North,1,6,3,90,2,81,Yes,Confidential,0,0,2,0,2026-04-04,Quarterly,Closed
V0614,Sachar-Chana,Cloud Services,West Bengal,Low,South,3,5,4,85,3,73,No,Confidential,2,0,0,0,2025-10-12,Half-Yearly,Closed
V0615,Handa PLC,Cloud Services,Gujarat,Medium,West,6,10,7,75,4,64,No,Sensitive,1,2,1,30,2026-02-10,Quarterly,Under Review
V0616,Dixit-Hans,Data Center Services,Noida,Critical,North,1,1,0,80,1,100,Yes,Internal,1,0,0,15,2026-06-01,Quarterly,Mitigation In Progress
V0617,"Chaudhary, Raval and Batta",NOC Operations,Tamil Nadu,High,South,0,0,4,100,1,99,Yes,Sensitive,0,0,0,15,2025-08-16,Quarterly,Open
V0618,"Grewal, Mani and Saraf",Cyber Security Services,Noida,Low,South,2,6,3,80,3,76,No,Confidential,2,2,0,30,2025-12-22,Quarterly,Open
V0619,Nagy-Tripathi,Cyber Security Services,UP East,Low,East,0,7,3,70,3,86,No,Public,2,1,1,15,2025-07-31,Annually,Under Review
V0620,Choudhary PLC,RF Optimization,Chandigarh,Low,North,0,0,3,85,0,99,Yes,Public,1,0,0,15,2025-12-02,Half-Yearly,Under Review
V0621,Sibal Ltd,RF Optimization,Madhya Pradesh,High,East,0,0,1,95,0,86,No,Internal,1,0,0,0,2025-10-01,Quarterly,Closed
V0622,Mody-Shah,Data Center Services,Gurugram,Medium,East,0,0,0,95,0,90,Yes,Sensitive,0,0,0,0,2026-05-18,Annually,Closed
V0623,Minhas-Barad,Network Equipment,Noida,Critical,West,1,7,3,75,1,87,Yes,Internal,2,0,1,45,2025-07-08,Annually,Closed
V0624,"Ramakrishnan, Patla and Kota",NOC Operations,Madhya Pradesh,Medium,East,0,8,5,85,1,86,Yes,Internal,0,0,2,15,2026-01-08,Quarterly,Open
V0625,Brar Ltd,Tower Maintenance,UP East,Critical,East,2,9,8,85,4,75,No,Internal,2,1,2,45,2025-07-04,Annually,Open
V0626,"Rau, Rattan and Minhas",Managed Services,Mumbai,Low,West,1,4,2,90,3,93,No,Sensitive,0,1,0,15,2025-12-04,Annually,Open
V0627,"Mann, Subramaniam and Thaker",Network Equipment,Maharashtra,Low,West,0,1,1,100,1,88,Yes,Sensitive,0,0,0,15,2026-02-03,Annually,Mitigation In Progress
V0628,Dalal-Keer,Data Center Services,Punjab,Critical,West,0,0,1,95,1,95,Yes,Public,0,0,0,0,2025-09-30,Monthly,Mitigation In Progress
V0629,"Gupta, Rattan and Dugal",Tower Maintenance,West Bengal,Critical,South,0,4,0,80,0,88,Yes,Sensitive,0,1,0,15,2026-03-27,Quarterly,Closed
V0630,"Shan, Tank and Rama",Cloud Services,Chandigarh,High,East,9,8,10,65,7,46,No,Sensitive,7,4,4,90,2026-04-14,Annually,Under Review
V0631,"Kala, Seshadri and Balakrishnan",NOC Operations,Noida,Medium,East,0,2,1,95,0,86,Yes,Confidential,0,0,0,15,2026-05-13,Monthly,Closed
V0632,Palan-Banik,IT Support,Mumbai,Critical,North,0,2,1,90,1,93,Yes,Internal,1,0,0,0,2026-01-30,Annually,Under Review
V0633,Agate LLC,Data Center Services,UP East,Medium,North,3,9,5,60,7,77,No,Sensitive,4,1,3,90,2025-11-16,Monthly,Closed
V0634,Kakar-Natarajan,Data Center Services,Haryana,Medium,South,6,8,4,60,5,75,No,Internal,3,2,3,30,2025-11-06,Annually,Mitigation In Progress
V0635,Raja-Tiwari,Field Operations,UP East,High,West,0,5,5,70,4,81,Yes,Public,1,0,2,15,2026-04-09,Monthly,Mitigation In Progress
V0636,"Krishnamurthy, Saxena and Garde",Managed Services,Noida,Medium,East,3,5,3,80,3,76,No,Internal,0,1,0,0,2025-08-26,Quarterly,Closed
V0637,Chandra-Prakash,Fiber Operations,Noida,Critical,East,0,6,6,70,1,85,Yes,Confidential,0,1,1,45,2025-07-29,Monthly,Open
V0638,Mody and Sons,Tower Maintenance,Maharashtra,High,West,1,5,6,80,3,88,Yes,Confidential,0,0,2,15,2025-09-21,Half-Yearly,Open
V0639,"Hans, Khare and Chand",IT Support,UP East,Low,South,0,0,0,95,0,99,Yes,Internal,0,0,0,0,2025-10-18,Monthly,Closed
V0640,Nayar-Chahal,IT Support,Tamil Nadu,Medium,East,2,5,6,85,4,88,No,Confidential,1,1,2,15,2025-09-12,Monthly,Mitigation In Progress
V0641,"Kari, Raj and Borah",Cyber Security Services,Rajasthan,High,West,0,3,2,80,3,86,Yes,Internal,2,0,1,0,2025-08-01,Monthly,Open
V0642,Chowdhury-Wable,Data Center Services,UP West,Medium,West,5,5,11,80,7,60,Yes,Internal,2,1,2,45,2026-01-18,Half-Yearly,Under Review
V0643,Tak Group,IT Support,Haryana,Critical,East,0,3,0,95,1,92,Yes,Public,1,0,0,0,2025-10-31,Monthly,Under Review
V0644,"Chander, Shan and Kannan",Cloud Services,Karnataka,High,East,7,10,10,55,10,63,No,Sensitive,5,5,5,120,2026-04-07,Annually,Mitigation In Progress
V0645,Rajagopal Ltd,Data Center Services,Kerala,Medium,South,0,2,3,100,0,100,Yes,Public,0,0,0,0,2026-04-11,Monthly,Open
V0646,"Patla, Gala and Char",Power Infrastructure,Mohali,Low,West,4,6,6,65,5,65,Yes,Internal,2,1,1,45,2026-05-30,Annually,Under Review
V0647,"Srivastava, Comar and Ganesh",IT Support,Noida,Low,North,3,8,8,80,6,70,Yes,Public,3,2,1,45,2026-05-29,Monthly,Under Review
V0648,"Wadhwa, Shenoy and Shan",Data Center Services,Delhi,Critical,East,1,3,8,90,2,78,Yes,Public,2,0,0,0,2025-08-23,Annually,Closed
V0649,"Solanki, Vig and Bhalla",Fiber Operations,Bihar,Medium,East,0,1,1,100,1,89,Yes,Public,0,1,0,15,2026-04-24,Monthly,Open
V0650,"Anne, Munshi and Bakshi",Managed Services,Bihar,Critical,West,0,3,4,75,2,86,Yes,Internal,1,0,0,0,2025-12-29,Half-Yearly,Closed
V0651,"Walla, Banik and Viswanathan",NOC Operations,West Bengal,High,South,0,3,6,90,3,88,Yes,Public,1,0,0,0,2025-12-16,Monthly,Open
V0652,"Dube, Ganguly and Nadkarni",RF Optimization,Odisha,Critical,East,8,11,16,40,5,50,Yes,Public,3,3,3,180,2026-01-30,Annually,Mitigation In Progress
V0653,"Hans, Kant and Banerjee",NOC Operations,UP East,Critical,North,9,12,7,50,10,63,No,Confidential,3,3,3,90,2025-08-08,Annually,Closed
V0654,Shenoy-Wadhwa,Cyber Security Services,Andhra Pradesh,Low,North,5,7,11,70,3,65,No,Confidential,2,1,1,60,2025-11-01,Monthly,Closed
V0655,Kant-Sathe,Managed Services,Telangana,Critical,West,0,0,0,95,2,100,Yes,Sensitive,1,0,0,0,2025-12-12,Half-Yearly,Closed
V0656,Hora and Sons,Managed Services,Chandigarh,Medium,West,8,16,10,40,5,49,No,Internal,4,3,3,60,2025-07-25,Monthly,Mitigation In Progress
V0657,Wali Group,Tower Maintenance,Punjab,Critical,North,0,2,6,80,4,86,Yes,Sensitive,2,1,1,0,2025-09-23,Half-Yearly,Mitigation In Progress
V0658,"Singh, Kohli and Chauhan",IT Support,Maharashtra,Low,South,2,4,7,75,1,85,Yes,Public,0,0,0,45,2025-06-27,Annually,Open
V0659,Gupta Inc,Fiber Operations,Bihar,Medium,North,9,14,13,55,6,57,No,Sensitive,7,3,3,90,2025-12-02,Monthly,Under Review
V0660,"Parekh, Vig and Dhingra",NOC Operations,Punjab,High,North,5,13,6,75,7,72,Yes,Public,2,1,2,90,2026-05-24,Monthly,Mitigation In Progress
V0661,Narula-Jha,Power Infrastructure,Maharashtra,High,North,1,2,5,70,3,72,No,Confidential,0,1,1,0,2025-11-10,Annually,Closed
V0662,Swaminathan LLC,Network Equipment,Odisha,Medium,East,4,8,5,65,6,71,Yes,Sensitive,3,2,2,45,2025-12-23,Annually,Under Review
V0663,Gulati-Tak,Network Equipment,Karnataka,Low,South,0,0,0,100,1,88,No,Sensitive,0,0,0,0,2026-01-11,Quarterly,Mitigation In Progress
V0664,Prakash-Om,Field Operations,Odisha,Low,North,0,5,3,70,4,86,No,Internal,1,0,0,0,2026-04-08,Quarterly,Closed
V0665,Shroff-Dhingra,Cyber Security Services,Chandigarh,Medium,South,0,2,5,80,2,82,No,Confidential,0,2,1,0,2026-03-14,Quarterly,Under Review
V0666,"Om, Muni and Khalsa",Field Operations,Telangana,Low,South,1,2,3,85,4,88,Yes,Confidential,0,2,2,30,2025-08-11,Half-Yearly,Closed
V0667,Aurora-Sekhon,Tower Maintenance,UP West,High,West,0,2,1,100,0,85,Yes,Confidential,0,1,0,15,2025-09-27,Monthly,Under Review
V0668,Comar-Ramachandran,Managed Services,Bihar,Critical,East,0,0,3,90,0,97,Yes,Internal,0,0,0,0,2026-03-07,Annually,Mitigation In Progress
V0669,Sathe-Chandran,Data Center Services,Mumbai,High,West,8,9,13,45,6,60,No,Public,4,4,3,90,2026-03-25,Quarterly,Mitigation In Progress
V0670,Varma-Tailor,Power Infrastructure,Telangana,Critical,West,3,11,6,80,5,69,No,Confidential,4,2,2,90,2026-02-19,Half-Yearly,Open
V0671,Ramanathan-Mody,IT Support,Maharashtra,High,East,0,6,4,70,1,81,Yes,Sensitive,0,1,1,0,2025-07-13,Half-Yearly,Under Review
V0672,"Deep, Batra and Dass",RF Optimization,Odisha,Low,West,2,6,2,70,1,73,Yes,Internal,0,2,0,15,2026-04-07,Monthly,Under Review
V0673,"Date, Hari and Goyal",Cloud Services,UP West,Critical,West,5,5,4,75,4,63,Yes,Internal,2,2,3,60,2026-05-22,Half-Yearly,Open
V0674,Choudhury Ltd,Managed Services,Punjab,Low,North,0,5,6,75,4,76,Yes,Confidential,1,0,0,0,2026-06-03,Annually,Closed
V0675,Nair-Loke,Data Center Services,Bihar,High,East,0,1,0,100,0,91,No,Internal,0,0,0,15,2025-10-20,Monthly,Closed
V0676,"Basu, Mahal and Banerjee",Cyber Security Services,UP West,Critical,North,3,7,4,60,5,76,No,Internal,2,2,2,60,2026-03-17,Annually,Open
V0677,Subramaniam-Mander,Data Center Services,Telangana,Critical,East,9,8,8,60,5,62,Yes,Sensitive,4,4,5,90,2025-10-07,Quarterly,Under Review
V0678,"Barman, Munshi and Chokshi",Network Equipment,Maharashtra,High,North,5,6,5,70,4,72,No,Confidential,3,1,1,30,2025-09-21,Quarterly,Under Review
V0679,"Rattan, Oommen and Rastogi",Fiber Operations,Karnataka,Low,North,0,3,3,75,2,81,Yes,Public,2,0,2,45,2025-08-03,Quarterly,Open
V0680,Dugal-Datta,Power Infrastructure,Mohali,Medium,North,0,8,2,75,2,75,Yes,Confidential,0,2,1,15,2026-06-03,Monthly,Open
V0681,Jani LLC,Tower Maintenance,Maharashtra,Medium,South,9,17,11,45,7,50,No,Confidential,3,4,4,180,2025-06-27,Half-Yearly,Closed
V0682,De PLC,NOC Operations,Telangana,Critical,South,0,4,4,75,2,75,Yes,Confidential,1,0,0,45,2026-01-06,Monthly,Open
V0683,Basu-Dhaliwal,Tower Maintenance,Noida,Critical,South,9,11,9,45,5,42,Yes,Sensitive,3,5,5,150,2025-11-01,Half-Yearly,Open
V0684,Kibe LLC,Managed Services,Gujarat,Medium,East,3,8,4,70,7,62,No,Sensitive,1,3,1,60,2025-07-07,Quarterly,Closed
V0685,Mangal-Das,RF Optimization,Odisha,High,East,0,1,0,90,0,96,Yes,Internal,0,0,0,0,2025-12-16,Annually,Under Review
V0686,Bir LLC,Tower Maintenance,Kerala,High,South,0,0,3,100,2,93,Yes,Public,0,1,0,0,2025-11-02,Annually,Mitigation In Progress
V0687,Ganguly-Chaudhuri,Tower Maintenance,UP East,Critical,North,1,1,0,85,0,90,Yes,Confidential,0,0,0,0,2026-01-08,Half-Yearly,Open
V0688,Toor-Deol,RF Optimization,Mumbai,Critical,South,0,3,2,95,1,96,Yes,Public,1,1,0,0,2025-11-20,Annually,Mitigation In Progress
V0689,Bali-Sridhar,Field Operations,West Bengal,Critical,North,3,7,7,65,3,75,No,Sensitive,2,1,1,30,2025-09-01,Annually,Open
